B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.69,0.44,0.61,0.44,0.99,0.63,Gangachara,Kaunia,MEL,0.0129,0.24,0.00036,1.41,0.64,0.0208
0.72,0.45,0.63,0.44,0.99,0.63,Gangachara,TeestaAlluvialSoil,MEL,0.01734,0.22,0.00051,1.28,0.51,0.0121
0.74,0.47,0.65,0.44,1,0.64,Gangachara,TeestaAlluvialSoil,MEL,0.01734,0.22,0.00051,1.28,0.51,0.0121
0.77,0.49,0.66,0.44,1,0.64,Gangachara,TeestaAlluvialSoil,MEL,0.01846,0.25,0.00025,1.27,0.81,0.0123
0.79,0.51,0.68,0.44,0,0.64,Gangachara,TeestaAlluvialSoil,MEL,0.0202,0.23,0.00026,1.01,0.5,0.0128
0.81,0.53,0.69,0.44,0,0.64,Gangachara,TeestaSandySoil,MEL,0.00796,0.16,0.0002,0.53,0.35,0.0018
0.84,0.54,0.71,0.45,0.01,0.64,Gangachara,TeestaSandySoil,MEL,0.01805,0.18,0.0002,0.43,0.14,0.0047
0.86,0.56,0.73,0.45,0.01,0.64,Gangachara,TeestaSandySoil,MEL,0.04054,0.18,0.00023,0.43,0.23,0.0041
0.89,0.58,0.74,0.45,0.02,0.64,Gangachara,TeestaSandySoil,MEL,0.02254,0.25,0.00032,1.3,0.41,0.0089
0.91,0.6,0.76,0.45,0.02,0.65,Gangachara,TeestaSandySoil,MEL,0.059,0.19,0.00025,0.68,0.3,0.0058
0.93,0.62,0.77,0.45,0.03,0.65,Gangachara,TeestaSandySoil,MEL,0.02765,0.18,0.00018,0.38,0.23,0.0029
0.96,0.63,0.79,0.45,0.03,0.65,Gangachara,TeestaSandySoil,MEL,0.051,0.32,0.00032,0.47,0.3,0.0047
0.98,0.65,0.81,0.45,0.04,0.65,Gangachara,TeestaSandySoil,MEL,0.04311,0.35,0.00369,0.57,0.33,0.0051
1,0.67,0.82,0.45,0.04,0.65,Gangachara,TeestaAlluvialSoil,MEL,0.04449,0.25,0.0004,1.44,0.73,0.0048
0,0.69,0.84,0.45,0.05,0.65,Gangachara,TeestaAlluvialSoil,MEL,0.02949,0.2,0.00042,1.49,0.69,0.0214
0.02,0.71,0.86,0.45,0.05,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.02577,0.22,0.00038,1.07,0.55,0.0198
0.05,0.73,0.87,0.46,0.06,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.059,0.19,0.00028,0.61,0.33,0.0063
0.07,0.74,0.89,0.46,0.06,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.02288,0.2,0.00025,0.98,0.45,0.0233
0.1,0.76,0.9,0.46,0.07,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.049,0.25,0.00049,1.21,0.52,0.0059
0.12,0.78,0.92,0.46,0.07,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.051,0.54,0.0004,0.59,0.39,0.0147
0.14,0.8,0.94,0.46,0.08,0.66,Gangachara,TeestaAlluvialSoil,MEL,0.02048,0.36,0.00032,0.82,0.69,0.0126
0.17,0.82,0.95,0.46,0.08,0.66,Gangachara,TeestaSandySoil,MEL,0.04156,0.25,0.00029,0.32,0.22,0.0049
0.19,0.83,0.97,0.46,0.09,0.67,Gangachara,TeestaSandySoil,MEL,0.053,0.22,0.00044,0.71,0.49,0.0168
0.22,0.85,0.98,0.46,0.09,0.67,Gangachara,TeestaSandySoil,MEL,0.0228,0.2,0.00029,0.61,0.39,0.0086
0.24,0.87,1,0.46,0.1,0.67,Gangachara,TeestaSandySoil,MEL,0.01488,0.18,0.00029,0.24,0.29,0.0069
0.26,0.89,0,0.47,0.1,0.67,Gangachara,TeestaSandySoil,MEL,0.078,0.21,0.00038,0.49,0.3,0.0082
0.29,0.91,0.02,0.47,0.11,0.67,Gangachara,TeestaSandySoil,MEL,0.02457,0.22,0.00029,0.59,0.4,0.0086
0.31,0.92,0.03,0.47,0.11,0.67,Gangachara,TeestaAlluvialSoil,MEL,0.03885,0.18,0.0003,0.78,0.36,0.0077
0.33,0.94,0.05,0.47,0.12,0.68,Gangachara,TeestaAlluvialSoil,MEL,0.06,0.19,0.00025,0.55,0.21,0.0115
0.36,0.96,0.06,0.47,0.12,0.68,Gangachara,TeestaAlluvialSoil,MEL,0.087,0.27,0.00026,1.04,0.42,0.008
0.38,0.98,0.08,0.47,0.12,0.68,Gangachara,TeestaAlluvialSoil,MEL,0.01608,0.21,0.00029,0.72,0.29,0.0088
0.41,1,0.1,0.47,0.13,0.68,Gangachara,TeestaAlluvialSoil,MEL,0.0166,0.2,0.0002,0.42,0.47,0.0094
0.43,0,0.11,0.47,0.13,0.68,Gangachara,TeestaAlluvialSoil,MEL,0.053,0.19,0.00028,0.71,0.3,0.0121
0.45,0.02,0.13,0.47,0.14,0.68,Rajibpur,Sonatala,HL,0.0078,0.24,0.00052,3.73,1.86,0.01927
0.48,0.04,0.15,0.47,0.14,0.68,Rajibpur,Sonatala,HL,0.00384,0.2,0.0005,5.61,2.12,0.02889
0.5,0.05,0.16,0.48,0.15,0.69,Rajibpur,Sonatala,HL,0.00673,0.18,0.00074,6.04,2.4,0.01544
0.53,0.07,0.18,0.48,0.15,0.69,Rajibpur,Sonatala,HL,0.01133,0.21,0.00052,5.6,2.13,0.03343
0.55,0.09,0.19,0.48,0.16,0.69,Rajibpur,Sonatala,HL,0.01096,0.17,0.0008,4.35,1.71,0.01131
0.57,0.11,0.21,0.48,0.16,0.69,Rajibpur,Sonatala,HL,0.00576,0.2,0.00083,4.9,2.15,0.01728
0.6,0.13,0.23,0.48,0.17,0.69,Rajibpur,Sonatala,HL,0.00517,0.2,0.00047,5.45,2.13,0.01235
0.62,0.15,0.24,0.48,0.17,0.69,Rajibpur,Sonatala,HL,0.008,0.19,0.00087,6.29,2.19,0.02088
0.65,0.16,0.26,0.48,0.18,0.7,Rajibpur,Sonatala,HL,0.0137,0.22,0.00096,8.41,2.05,0.00809
0.67,0.18,0.27,0.48,0.18,0.7,Rajibpur,Sonatala,HL,0.00521,0.3,0.00016,7.16,2.38,0.01341
0.69,0.2,0.29,0.48,0.19,0.7,Rajibpur,Sonatala,HL,0.08904,0.23,0.00042,5.57,1.97,0.01783
0.72,0.22,0.31,0.49,0.19,0.7,Rajibpur,Sonatala,HL,0.01159,0.27,0.00088,6.93,2.12,0.03221
0.74,0.24,0.32,0.49,0.2,0.7,Rajibpur,Sonatala,HL,0.00823,0.21,0.00081,7.17,2.19,0.05061
0.77,0.25,0.34,0.49,0.2,0.7,Rajibpur,Sonatala,HL,0.01391,0.28,0.00102,2.22,1.02,0.00744
0.79,0.27,0.36,0.49,0.21,0.7,Rajibpur,Sonatala,HL,0.03335,0.3,0.00082,7.64,2.11,0.0359
0.81,0.29,0.37,0.49,0.21,0.71,Rajibpur,Sonatala,HL,0.01335,0.25,0.0005,5.78,1.93,0.03602
0.84,0.31,0.39,0.49,0.22,0.71,Rajibpur,Sonatala,HL,0.01729,0.29,0.00074,5.26,1.88,0.01461
0.86,0.33,0.4,0.49,0.22,0.71,Rajibpur,Sonatala,HL,0.01009,0.35,0.00083,6.88,2.2,0.0112
0.89,0.34,0.42,0.49,0.23,0.71,Rajibpur,Melandha,MEL,0.00761,0.32,0.00089,8.55,2.3,0.03348
0.91,0.36,0.44,0.49,0.23,0.71,Rajibpur,Silmondi,MEL,0.0076,0.34,0.00089,9.61,2.34,0.03825
0.93,0.38,0.45,0.49,0.23,0.71,Rajibpur,Silmondi,MEL,0.00337,0.27,0.00089,8.44,2.33,0.02111
0.96,0.4,0.47,0.5,0.24,0.71,Rajibpur,Melandha,MEL,0.00371,0.23,0.00083,8.74,2.3,0.03849
0.98,0.42,0.48,0.5,0.24,0.72,Rajibpur,Melandha,MEL,0.00436,0.26,0.001,5.8,2.14,0.04628
1,0.44,0.5,0.5,0.25,0.72,Rajibpur,Melandha,MEL,0.00406,0.42,0.00083,6.85,2.14,0.05801
0,0.45,0.52,0.5,0.25,0.72,Rajibpur,Melandha,MEL,0.02254,0.29,0.00082,12.08,2.32,0.01503
0.02,0.47,0.53,0.5,0.26,0.72,Rajibpur,Silmondi,MEL,0.01706,0.26,0.00081,11.53,2.32,0.01973
0.05,0.49,0.55,0.5,0.26,0.72,Rajibpur,Silmondi,MEL,0.01383,0.29,0.00081,11.12,2.29,0.01894
0.07,0.51,0.56,0.5,0.27,0.72,Rajibpur,Dhamrai,MEL,0.00694,0.31,0.00064,5.48,2,0.02713
0.1,0.53,0.58,0.5,0.27,0.73,Rajibpur,Dhamrai,MLL,0.00947,0.3,0.00068,8.73,2.36,0.03482
0.12,0.54,0.6,0.5,0.28,0.73,Rajibpur,Melandha,MEL,0.0081,0.26,0.00079,4.84,2.05,0.02203
0.14,0.56,0.61,0.51,0.28,0.73,Rajibpur,Melandha,MEL,0.00565,0.22,0.00012,5.89,1.49,0.00345
0.17,0.58,0.63,0.51,0.29,0.73,Rajibpur,BrahmaputraSandySoil,MEL,0.00536,0.13,0.00019,3.86,1.01,0.00166
0.19,0.6,0.65,0.51,0.29,0.73,Rajibpur,BrahmaputraSandySoil,MEL,0.00582,0.17,0.00014,2.6,0.74,0.00153
0.22,0.62,0.66,0.51,0.3,0.73,Rajibpur,BrahmaputraAlluvialSoil,MEL,0.00676,0.28,0.0006,7.15,2.2,0.00782
0.24,0.63,0.68,0.51,0.3,0.73,Rajibpur,BrahmaputraAlluvialSoil,MEL,0.00401,0.26,0.00042,5.81,2.16,0.00935
0.26,0.65,0.69,0.51,0.31,0.74,Rajibpur,BrahmaputraAlluvialSoil,MEL,0.00452,0.13,0.00011,4,1.07,0.00264
0.29,0.67,0.71,0.51,0.31,0.74,Rajibpur,BrahmaputraAlluvialSoil,MEL,0.04766,0.21,0.00068,5.93,1.75,0.02007
0.31,0.69,0.73,0.51,0.32,0.74,Rajibpur,BrahmaputraSandySoil,MLL,0.0071,0.1,0.00016,2.32,0.57,0.00112
0.33,0.71,0.74,0.51,0.32,0.74,Rajibpur,BrahmaputraSandySoil,MLL,0.00412,0.09,0.00013,1.44,0.47,0.001
0.36,0.73,0.76,0.51,0.33,0.74,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00903,0.17,0.00065,6.97,2.23,0.03022
0.38,0.74,0.77,0.52,0.33,0.74,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00626,0.14,0.00033,5.77,1.54,0.00358
0.41,0.76,0.79,0.52,0.34,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.0069,0.13,0.00049,3.95,1.13,0.00246
0.43,0.78,0.81,0.52,0.34,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00792,0.22,0.00047,5.36,1.7,0.00314
0.45,0.8,0.82,0.52,0.35,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00662,0.32,0.0007,7.91,2.25,0.00608
0.48,0.82,0.84,0.52,0.35,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.0075,0.29,0.00033,7.11,1.85,0.00417
0.5,0.83,0.86,0.52,0.35,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00718,0.13,0.00056,5.86,1.57,0.00437
0.53,0.85,0.87,0.52,0.36,0.75,Rajibpur,BrahmaputraSandySoil,MLL,0.00452,0.09,0.00067,2.03,0.63,0.0098
0.55,0.87,0.89,0.52,0.36,0.75,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00526,0.24,0.0006,6.72,2.17,0.00919
0.57,0.89,0.9,0.52,0.37,0.76,Rajibpur,BrahmaputraAlluvialSoil,MLL,0.00885,0.16,0.00064,5.93,1.63,0.00354
0.6,0.91,0.92,0.53,0.37,0.76,Rajibpur,BrahmaputraSandySoil,LL,0.00632,0.1,0.00047,1.5,0.42,0.0078
0.62,0.92,0.94,0.53,0.38,0.76,Palashbari,Pirghacha,HL,0.0142,0.23,0.00022,3.66,0.66,0.02153
0.65,0.94,0.95,0.53,0.38,0.76,Palashbari,Pirghacha,HL,0.021,0.2,0.00031,5.6,1.88,0.02198
0.67,0.96,0.97,0.53,0.39,0.76,Palashbari,Pirghacha,HL,0.019,0.23,0.00023,4.06,1.22,0.02045
0.69,0.98,0.98,0.53,0.39,0.76,Palashbari,Pirghacha,HL,0.00682,0.13,0.003,3.81,1.26,0.0194
0.72,1,1,0.53,0.4,0.77,Palashbari,Palashbari,HL,0.0159,0.22,0.003,5.6,0.84,0.01334
0.74,0,0,0.53,0.4,0.77,Palashbari,Palashbari,HL,0.01314,0.16,0.00015,4.85,1.2,0.02564
0.77,0.02,0.02,0.53,0.41,0.77,Palashbari,Palashbari,HL,0.02497,0.14,0.00015,4,0.86,0.00382
0.79,0.04,0.03,0.53,0.41,0.77,Palashbari,Jamun,HL,0.03028,0.22,0.00012,2.83,0.58,0.0045
0.81,0.05,0.05,0.54,0.42,0.77,Palashbari,Jamun,HL,0.0101,0.26,0.00034,7.37,1.92,0.0121
0.84,0.07,0.06,0.54,0.42,0.77,Palashbari,Palashbari,HL,0.0202,0.2,0.00024,3.82,1.04,0.00659
0.86,0.09,0.08,0.54,0.43,0.77,Palashbari,Palashbari,HL,0.01813,0.19,0.00032,4.49,1.27,0.00989
0.89,0.11,0.1,0.54,0.43,0.78,Palashbari,Palashbari,HL,0.03227,0.43,0.00024,4.49,0.93,0.00484
0.91,0.13,0.11,0.54,0.44,0.78,Palashbari,Palashbari,HL,0.01566,0.21,0.00029,3.93,0.63,0.00696
0.93,0.15,0.13,0.54,0.44,0.78,Palashbari,Palashbari,HL,0.01242,0.16,0.00029,4.8,1.08,0.03234
0.96,0.16,0.15,0.54,0.45,0.78,Palashbari,Palashbari,HL,0.007785,0.16,0.00031,5.6,0.94,0.01649
0.98,0.18,0.16,0.54,0.45,0.78,Palashbari,Palashbari,HL,0.01593,0.22,0.00028,7.24,1.8,0.01578
1,0.2,0.18,0.54,0.46,0.78,Palashbari,Palashbari,HL,0.0148,0.3,0.00033,6.2,1.3,0.00663
0,0.22,0.19,0.54,0.46,0.78,Palashbari,Palashbari,HL,0.01699,0.16,0.00026,5.05,0.84,0.00667
0.02,0.24,0.21,0.55,0.46,0.79,Palashbari,Palashbari,HL,0.01316,0.19,0.00031,6.08,0.7,0.01572
0.05,0.25,0.23,0.55,0.47,0.79,Palashbari,Jamun,HL,0.00763,0.11,0.00029,6.42,1.47,0.03916
0.07,0.27,0.24,0.55,0.47,0.79,Palashbari,Jamun,HL,0.03025,0.11,0.00033,7.21,1.3,0.01975
0.1,0.29,0.26,0.55,0.48,0.79,Palashbari,Jamun,HL,0.02344,0.13,0.00034,6.67,1.55,0.02914
0.12,0.31,0.27,0.55,0.48,0.79,Palashbari,Jamun,HL,0.01817,0.14,0.00032,6.62,1.14,0.0164
0.14,0.33,0.29,0.55,0.49,0.79,Palashbari,Jamun,HL,0.01,0.15,0.00029,4.74,0.85,0.0136
0.17,0.34,0.31,0.55,0.49,0.8,Palashbari,Jamun,HL,0.03756,0.23,0.00035,5.66,1.29,0.01103
0.19,0.36,0.32,0.55,0.5,0.8,Palashbari,Gangachara,HL,0.0146,0.18,0.00023,5.68,1,0.01122
0.22,0.38,0.34,0.55,0.5,0.8,Palashbari,Gangachara,HL,0.00541,0.13,0.00034,6.18,1.18,0.03027
0.24,0.4,0.36,0.56,0.51,0.8,Palashbari,Gangachara,MEL,0.0171,0.21,0.00022,7.13,1.55,0.05805
0.26,0.42,0.37,0.56,0.51,0.8,Palashbari,Jamun,HL,0.00467,0.1,0.00028,7,1.49,0.03306
0.29,0.44,0.39,0.56,0.52,0.8,Palashbari,Jamun,HL,0.00812,0.11,0.00024,7.98,1.36,0.02481
0.31,0.45,0.4,0.56,0.52,0.8,Palashbari,Jamun,HL,0.00456,0.1,0.00028,7.15,1.5,0.02739
0.33,0.47,0.42,0.56,0.53,0.81,Palashbari,Jamun,HL,0.03204,0.15,0.00033,6.02,1.33,0.01805
0.36,0.49,0.44,0.56,0.53,0.81,Palashbari,Gangachara,HL,0.00512,0.14,0.00034,8.82,2.08,0.02834
0.38,0.51,0.45,0.56,0.54,0.81,Palashbari,Gangachara,HL,0.00394,0.07,0.0003,7.54,1.12,0.01989
0.41,0.53,0.47,0.56,0.54,0.81,Palashbari,Gangachara,HL,0.0041,0.12,0.00033,6.74,1.52,0.01227
0.43,0.54,0.48,0.56,0.55,0.81,Palashbari,Gangachara,HL,0.00475,0.11,0.00012,6.68,1.28,0.02412
0.45,0.56,0.5,0.56,0.55,0.81,Palashbari,Jamun,MEL,0.00926,0.1,0.00025,6.67,1.51,0.01125
0.48,0.58,0.52,0.57,0.56,0.82,Palashbari,Gangachara,MEL,0.0043,0.1,0.00032,8.6,1.69,0.04486
0.5,0.6,0.53,0.57,0.56,0.82,Palashbari,Gangachara,MEL,0.00636,0.11,0.00025,9.49,1.8,0.06077
0.53,0.62,0.55,0.57,0.57,0.82,Palashbari,Gangachara,MEL,0.00403,0.18,0.00029,5.84,1.28,0.01253
0.55,0.63,0.56,0.57,0.57,0.82,Palashbari,Gangachara,MEL,0.00792,0.1,0.00076,7.85,1.47,0.0163
0.57,0.65,0.58,0.57,0.58,0.82,Palashbari,Gangachara,MEL,0.00455,0.12,0.00076,5.34,0.86,0.02193
0.6,0.67,0.6,0.57,0.58,0.82,Palashbari,Gangachara,MEL,0.00563,0.15,0.00034,5.75,1.19,0.0126
0.62,0.69,0.61,0.57,0.58,0.82,Palashbari,Gangachara,MEL,0.00894,0.14,0.0003,6.58,1.68,0.02801
0.65,0.71,0.63,0.57,0.59,0.83,Palashbari,Gangachara,MEL,0.00684,0.15,0.00029,8.02,1.73,0.02474
0.67,0.73,0.65,0.57,0.59,0.83,Palashbari,Gangachara,MEL,0.01381,0.15,0.00025,6.91,1.34,0.02163
0.69,0.74,0.66,0.58,0.6,0.83,Palashbari,Gangachara,MEL,0.00657,0.14,0.0002,5.81,0.94,0.02267
0.72,0.76,0.68,0.58,0.6,0.83,Palashbari,Gangachara,MEL,0.00414,0.15,0.00034,5.89,1.15,0.01523
0.74,0.78,0.69,0.58,0.61,0.83,Palashbari,Gangachara,MEL,0.01023,0.11,0.00031,4.87,1.68,0.00763
0.77,0.8,0.71,0.58,0.61,0.83,Palashbari,Gangachara,MEL,0.00767,0.17,0.00072,7.17,1.51,0.02755
0.79,0.82,0.73,0.58,0.62,0.83,Palashbari,Kaunia,MEL,0.0048,0.2,0.00022,7.42,1.64,0.01789
0.81,0.83,0.74,0.58,0.62,0.84,Palashbari,Kaunia,MEL,0.00419,0.16,0.00027,6.01,1.4,0.01184
0.84,0.85,0.76,0.58,0.63,0.84,Palashbari,Kaunia,MEL,0.00613,0.13,0.00027,5.31,0.91,0.00455
0.86,0.87,0.77,0.58,0.63,0.84,Palashbari,Kaunia,MEL,0.00634,0.22,0.00038,5.83,1.08,0.02571
0.89,0.89,0.79,0.58,0.64,0.84,Palashbari,Gangachara,MEL,0.00362,0.13,0.00033,9.2,1.84,0.0316
0.91,0.91,0.81,0.58,0.64,0.84,Palashbari,Gangachara,MEL,0.00471,0.12,0.00038,7.81,1.68,0.01723
0.93,0.92,0.82,0.59,0.65,0.84,Palashbari,Gangachara,MEL,0.00493,0.12,0.00027,6.42,1.17,0.02282
0.96,0.94,0.84,0.59,0.65,0.85,Palashbari,Gangachara,MEL,0.00468,0.11,0.00013,4.82,0.78,0.00942
0.98,0.96,0.86,0.59,0.66,0.85,Palashbari,Gangachara,MEL,0.00418,0.1,0.0002,6.32,0.99,0.02841
1,0.98,0.87,0.59,0.66,0.85,Palashbari,Kaunia,MEL,0.00371,0.14,0.00028,4.49,1.36,0.03641
0,1,0.89,0.59,0.67,0.85,Palashbari,Kaunia,MEL,0.00325,0.1,0.00049,5.3,1.41,0.04324
0.02,0,0.9,0.59,0.67,0.85,Palashbari,Kaunia,MEL,0.00323,0.11,0.00022,7.65,1.69,0.00675
0.05,0.02,0.92,0.59,0.68,0.85,Palashbari,Kaunia,MLL,0.00412,0.11,0.00033,11.32,2.19,0.02968
0.07,0.04,0.94,0.59,0.68,0.85,Palashbari,Kaunia,MLL,0.00466,0.09,0.00019,9.47,1.82,0.03659
0.1,0.05,0.95,0.59,0.69,0.86,Palashbari,Kaunia,MLL,0.00716,0.19,0.00029,8.21,1.78,0.03659
0.12,0.07,0.97,0.6,0.69,0.86,Palashbari,Kaunia,MLL,0.00499,0.18,0.00018,9.88,1.96,0.0465
0.14,0.09,0.98,0.6,0.69,0.86,Palashbari,Kaunia,MLL,0.00398,0.11,0.00024,7.37,1.56,0.03668
0.17,0.11,1,0.6,0.7,0.86,Palashbari,Kaunia,MLL,0.00458,0.14,0.00028,8.28,1.55,0.05114
0.19,0.13,0,0.6,0.7,0.86,Palashbari,Kaunia,MLL,0.00404,0.21,0.00018,13.63,2.47,0.04063
0.22,0.15,0.02,0.6,0.71,0.86,Palashbari,Kaunia,MLL,0.00429,0.12,0.00034,11.79,2.26,0.03271
0.24,0.16,0.03,0.6,0.71,0.87,Palashbari,Laskarah,MLL,0.00447,0.2,0.00029,7.59,1.55,0.06065
0.26,0.18,0.05,0.6,0.72,0.87,Palashbari,Laskarah,MLL,0.00374,0.15,0.00012,8.97,1.68,0.03094
0.29,0.2,0.06,0.6,0.72,0.87,Palashbari,Gangachara,MEL,0.00344,0.15,0.00029,7.16,1.44,0.03761
0.31,0.22,0.08,0.6,0.73,0.87,Palashbari,Gangachara,MEL,0.00842,0.2,0.00019,5.81,1.1,0.01822
0.33,0.24,0.1,0.6,0.73,0.87,Palashbari,Kaunia,MEL,0.0057,0.19,0.00033,3.49,1.6,0.0299
0.36,0.25,0.11,0.61,0.74,0.87,Palashbari,Lashkara,MLL,0.01845,0.16,0.00038,6.56,1.73,0.01501
0.38,0.27,0.13,0.61,0.74,0.87,Palashbari,Sarela,MLL,0.00457,0.17,0.00024,3.02,1.06,0.03183
0.41,0.29,0.15,0.61,0.75,0.88,Palashbari,Ulipur,MLL,0.00499,0.18,0.00028,12.18,2.57,0.1036
0.43,0.31,0.16,0.61,0.75,0.88,Palashbari,Lashkara,MLL,0.00458,0.15,0.00039,4.88,1.37,0.02161
0.45,0.33,0.18,0.61,0.76,0.88,Palashbari,Lashkara,MLL,0.00482,0.16,0.00035,3.61,1.14,0.0194
0.48,0.34,0.19,0.61,0.76,0.88,Palashbari,Lashkara,MLL,0.00461,0.21,0.00039,7.55,2.24,0.02962
0.5,0.36,0.21,0.61,0.77,0.88,Palashbari,Bhimpur,MLL,0.00375,0.15,0.0002,5.77,1.81,0.0121
0.53,0.38,0.23,0.61,0.77,0.88,Palashbari,Bhimpur,MLL,0.00375,0.16,0.0002,5.77,1.81,0.0121
0.55,0.4,0.24,0.61,0.78,0.89,Palashbari,Gangachara,MEL,0.00433,0.16,0.00017,3.15,1.33,0.02787
0.57,0.42,0.26,0.62,0.78,0.89,Palashbari,Chilmari,MEL,0.00963,0.21,0.00038,2.37,0.84,0.02854
0.6,0.44,0.27,0.62,0.79,0.89,Palashbari,Chilmari,MEL,0.01952,0.15,0.00037,2.44,0.63,0.02069
0.62,0.45,0.29,0.62,0.79,0.89,Palashbari,Chilmari,MEL,0.00851,0.16,0.00031,3.09,1.05,0.07792
0.65,0.47,0.31,0.62,0.8,0.89,Palashbari,TeestaAlluvialSoil,MEL,0.01077,0.18,0.00016,2.5,0.73,0.1088
0.67,0.49,0.32,0.62,0.8,0.89,Palashbari,TeestaAlluvialSoil,MEL,0.00896,0.19,0.00025,3.06,1.05,0.03236
0.69,0.51,0.34,0.62,0.81,0.89,Palashbari,Chilmari,MLL,0.00902,0.21,0.00035,2.67,0.86,0.01854
0.72,0.53,0.36,0.62,0.81,0.9,Palashbari,TeestaAlluvialSoil,MLL,0.00927,0.16,0.00029,2.01,0.63,0.05845
0.74,0.54,0.37,0.62,0.81,0.9,Palashbari,TeestaAlluvialSoil,MLL,0.00507,0.15,0.00018,4.49,1.3,0.03353
0.77,0.56,0.39,0.62,0.82,0.9,Palashbari,TeestaAlluvialSoil,MLL,0.01227,0.17,0.00031,4.54,1.47,0.07714
0.79,0.58,0.4,0.62,0.82,0.9,Kishorgonj,Domar,HL,0.0756,0.11,0.00033,0.33,0.14,0.0071
0.81,0.6,0.42,0.63,0.83,0.9,Kishorgonj,Domar,HL,0.1371,0.12,0.0002,0.23,0.19,0.0053
0.84,0.62,0.44,0.63,0.83,0.9,Kishorgonj,Domar,HL,0.106,0.05,0.00026,0.23,0.1,0.0042
0.86,0.63,0.45,0.63,0.84,0.9,Kishorgonj,Domar,HL,0.169,0.25,0.00029,0.23,0.15,0.0059
0.89,0.65,0.47,0.63,0.84,0.91,Kishorgonj,Domar,HL,0.0769,0.14,0.00027,0.22,0.15,0.0058
0.91,0.67,0.48,0.63,0.85,0.91,Kishorgonj,Domar,HL,0.1235,0.11,0.00031,0.22,0.14,0.0067
0.93,0.69,0.5,0.63,0.85,0.91,Kishorgonj,Domar,HL,0.0618,0.2,0.00021,0.31,0.22,0.003
0.96,0.71,0.52,0.63,0.86,0.91,Kishorgonj,Pirgacha,HL,0.112,0.26,0.00027,0.69,0.41,0.0181
0.98,0.73,0.53,0.63,0.86,0.91,Kishorgonj,Pirgacha,HL,0.107,0.29,0.00031,0.69,0.42,0.0142
1,0.74,0.55,0.63,0.87,0.91,Kishorgonj,Pirgacha,HL,0.1198,0.25,0.00043,0.95,0.49,0.0238
0,0.76,0.56,0.64,0.87,0.92,Kishorgonj,Pirgacha,HL,0.0947,0.08,0.00035,0.24,0.16,0.0052
0.02,0.78,0.58,0.64,0.88,0.92,Kishorgonj,Pirgacha,HL,0.11,0.32,0.00023,0.67,0.34,0.0122
0.05,0.8,0.6,0.64,0.88,0.92,Kishorgonj,Pirgacha,HL,0.106,0.21,0.00022,0.23,0.16,0.0022
0.07,0.82,0.61,0.64,0.89,0.92,Kishorgonj,Pirgacha,HL,0.1146,0.24,0.00029,0.44,0.23,0.0088
0.1,0.83,0.63,0.64,0.89,0.92,Kishorgonj,Pirgacha,HL,0.1189,0.18,0.00025,0.33,0.21,0.0119
0.12,0.85,0.65,0.64,0.9,0.92,Kishorgonj,Pirgacha,HL,0.1306,0.16,0.00032,0.47,0.34,0.0093
0.14,0.87,0.66,0.64,0.9,0.92,Kishorgonj,Pirgacha,HL,0.1132,0.13,0.00024,0.19,0.15,0.0123
0.17,0.89,0.68,0.64,0.91,0.93,Kishorgonj,Pirgacha,HL,0.1165,0.2,0.00031,0.46,0.31,0.0084
0.19,0.91,0.69,0.64,0.91,0.93,Kishorgonj,Pirgacha,HL,0.0935,0.23,0.00036,0.4,0.27,0.0117
0.22,0.92,0.71,0.64,0.92,0.93,Kishorgonj,Pirgacha,HL,0.08,0.14,0.00041,0.57,0.49,0.0088
0.24,0.94,0.73,0.65,0.92,0.93,Kishorgonj,Pirgacha,HL,0.0762,0.08,0.00045,0.63,0.39,0.0185
0.26,0.96,0.74,0.65,0.92,0.93,Kishorgonj,Pirgacha,HL,0.1019,0.16,0.00035,0.68,0.57,0.0185
0.29,0.98,0.76,0.65,0.93,0.93,Kishorgonj,Pirgacha,HL,0.1163,0.24,0.00033,0.6,0.34,0.0121
0.31,1,0.77,0.65,0.93,0.94,Kishorgonj,Pirgacha,HL,0.1309,0.06,0.00026,0.5,0.32,0.0044
0.33,0,0.79,0.65,0.94,0.94,Kishorgonj,Gangachara,HL,0.1068,0.07,0.0003,0.23,0.14,0.0042
0.36,0.02,0.81,0.65,0.94,0.94,Kishorgonj,Gangachara,MEL,0.12,0.38,0.00026,1.12,0.66,0.0137
0.38,0.04,0.82,0.65,0.95,0.94,Kishorgonj,Gangachara,HL,0.0651,0.14,0.00028,0.51,0.39,0.0052
